,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
142,光大转债,113011,2017-07-18,光大银行,601818,金融,110.24,-0.66%,-0.74%,4.09,-2.39%,174,0.50%,4.13,0.76,-1.00%,99.03,11.30%,3.89年,无权,14.00%,13.80%,300,-0.22%,-0.67%,-0.31%,无权,无权,无权,94.11,16.85,110.96,-0.60%,19%,15%,16%,0.59,0.75,0.44,AAA,4.00%,27
143,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,97.42,0.15%,-0.15%,3.48,-5.43%,14,1.20%,9.98,3.39,-65.10%,34.87,179%,3.25年,1.25年,27.60%,9.60%,12,4.57%,3.83%,4.42%,3.89%,3.48%,94.7,93.3,2.06,95.35,2.20%,35%,38%,16%,0,-0.42,0.41,AA,6.00%,74
144,海印转债,127003,2016-07-01,海印股份,861,商业零售,104,-1.61%,0.45%,2.78,-2.46%,19,1.60%,3.03,2.1,-8.30%,91.75,13.40%,3年41天,1年41天,18.30%,16.80%,11.1,3.15%,2.28%,2.98%,-0.91%,-1.33%,96.57,98.37,9.21,107.58,-3.30%,24%,12%,16%,0.47,0.92,0.07,AA,5.10%,100
145,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.564,-0.09%,0.09%,3.31,-0.60%,9.9,1.20%,7.71,3.35,-57.10%,42.93,127%,2.98年,0.98年,16.90%,7.30%,8.4,2.72%,2.35%,2.65%,5.98%,5.22%,96.5,86.52,10.85,97.37,0.20%,86%,41%,17%,0,-0.05,0.04,A+,7.00%,85
146,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.5,-0.73%,0.74%,5.58,1.09%,7.7,1.50%,9.26,4.55,-39.70%,60.26,66.80%,2.74年,0.74年,9.30%,5.60%,5.1,3.82%,3.03%,3.67%,1.51%,1.10%,96.67,95.08,2.29,97.37,3.20%,42%,38%,17%,0.01,-0.6,0.61,AA,6.00%,26
147,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,110,-1.52%,0.06%,12.91,-4.44%,18,0.60%,14.74,1.98,-12.40%,87.58,25.60%,2.74年,0.74年,1.90%,1.70%,25.5,-0.34%,-0.95%,-0.46%,-8.28%,-8.62%,98.21,98.06,5.75,103.8,6.00%,35%,27%,15%,0.33,-0.78,1.45,AAA,4.00%,12
148,九州转债,110034,2016-01-29,九州通,600998,医药,104.02,-0.46%,1.97%,15.64,5.39%,23,1.50%,18.42,2.35,-15.10%,84.91,22.50%,2.72年,0.72年,5.10%,4.30%,15,2.24%,1.51%,2.09%,-0.24%,-1.06%,99.65,97.51,4.89,102.4,1.60%,26%,24%,15%,0.28,-0.08,0.64,AA+,4.70%,15
149,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,111.3,-0.63%,-0.08%,8.54,-1.27%,12,0.70%,8.61,1.28,-0.80%,99.19,12.20%,2.69年,0.69年,9.40%,9.30%,14.6,-0.07%,-0.82%,-0.22%,-10.30%,-10.70%,97.97,99,11.21,110.21,1.00%,34%,18%,15%,0.56,0.27,0.84,AA+,4.40%,12
150,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,130.1,-1.90%,-0.67%,5.64,-2.93%,137,36.10%,4.31,1.32,30.90%,130.86,-0.60%,2.64年,0.64年,2.10%,2.80%,2.9,-5.82%,-6.54%,-5.96%,-27.50%,-27.90%,98.44,99.9,36.29,136.18,-4.50%,39%,<2%,17%,0.88,1.76,0.08,AA,4.20%,58
151,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,110.01,-0.99%,0.94%,25.43,-3.01%,14,0.50%,42.38,7.39,-40.00%,60,83.30%,2年45天,45天,5.10%,3.00%,24,0.00%,-0.88%,-0.18%,-28.20%,-29.30%,100.61,101.36,0.16,101.52,8.40%,53%,53%,17%,0.02,-1.52,1.6,AAA,4.00%,14
152,电气转债,113008,2015-02-16,上海电气,601727,能源电力,118.02,-1.35%,-0.02%,6.09,-1.77%,136,2.60%,5.19,1.33,17.30%,117.34,0.60%,1.77年,回售中,5.00%,5.80%,44.7,-4.87%,-5.68%,-5.03%,回售中,回售中,103,100.9,20.79,121.7,-3.00%,50%,<2%,16%,0.77,1.46,0.14,AAA,4.00%,26
153,格力转债,110030,2015-01-13,格力地产,600185,地产,105.51,0.01%,-0.01%,5.1,-1.16%,4.1,0.90%,6.94,1.91,-26.50%,73.49,43.60%,0.66年,回售中,4.00%,3.00%,4.3,0.70%,-1.02%,0.36%,回售中,回售中,103,101.99,0.2,102.2,3.20%,70%,51%,16%,0,-0.65,0.46,AA,6.00%,14
